,num_sample,problem,seed
941,4,mf_Park91B,3
942,6,mf_Park91B,3
943,8,mf_Park91B,3
944,10,mf_Park91B,3
945,12,mf_Park91B,3
946,14,mf_Park91B,3
947,16,mf_Park91B,3
948,18,mf_Park91B,3
949,20,mf_Park91B,3
950,22,mf_Park91B,3
951,24,mf_Park91B,3
952,26,mf_Park91B,3
953,28,mf_Park91B,3
954,30,mf_Park91B,3
955,32,mf_Park91B,3
956,34,mf_Park91B,3
957,36,mf_Park91B,3
958,38,mf_Park91B,3
959,40,mf_Park91B,3
960,2,mf_Park91B,4
961,4,mf_Park91B,4
962,6,mf_Park91B,4
963,8,mf_Park91B,4
964,10,mf_Park91B,4
965,12,mf_Park91B,4
966,14,mf_Park91B,4
967,16,mf_Park91B,4
968,18,mf_Park91B,4
969,20,mf_Park91B,4
970,22,mf_Park91B,4
971,24,mf_Park91B,4
972,26,mf_Park91B,4
973,28,mf_Park91B,4
974,30,mf_Park91B,4
975,32,mf_Park91B,4
976,34,mf_Park91B,4
977,36,mf_Park91B,4
978,38,mf_Park91B,4
979,40,mf_Park91B,4
980,2,mf_Park91B,5
981,4,mf_Park91B,5
982,6,mf_Park91B,5
983,8,mf_Park91B,5
984,10,mf_Park91B,5
985,12,mf_Park91B,5
986,14,mf_Park91B,5
987,16,mf_Park91B,5
988,18,mf_Park91B,5
989,20,mf_Park91B,5
990,22,mf_Park91B,5
991,24,mf_Park91B,5
992,26,mf_Park91B,5
993,28,mf_Park91B,5
994,30,mf_Park91B,5
995,32,mf_Park91B,5
996,34,mf_Park91B,5
997,36,mf_Park91B,5
998,38,mf_Park91B,5
999,40,mf_Park91B,5
1000,2,mf_Sixhump,1
1001,4,mf_Sixhump,1
1002,6,mf_Sixhump,1
1003,8,mf_Sixhump,1
1004,10,mf_Sixhump,1
1005,12,mf_Sixhump,1
1006,14,mf_Sixhump,1
1007,16,mf_Sixhump,1
1008,18,mf_Sixhump,1
1009,20,mf_Sixhump,1
1010,22,mf_Sixhump,1
1011,24,mf_Sixhump,1
1012,26,mf_Sixhump,1
1013,28,mf_Sixhump,1
1014,30,mf_Sixhump,1
1015,32,mf_Sixhump,1
1016,34,mf_Sixhump,1
1017,36,mf_Sixhump,1
1018,38,mf_Sixhump,1
1019,40,mf_Sixhump,1
1020,2,mf_Sixhump,2
1021,4,mf_Sixhump,2
1022,6,mf_Sixhump,2
1023,8,mf_Sixhump,2
1024,10,mf_Sixhump,2
1025,12,mf_Sixhump,2
1026,14,mf_Sixhump,2
1027,16,mf_Sixhump,2
1028,18,mf_Sixhump,2
1029,20,mf_Sixhump,2
1030,22,mf_Sixhump,2
1031,24,mf_Sixhump,2
1032,26,mf_Sixhump,2
1033,28,mf_Sixhump,2
1034,30,mf_Sixhump,2
1035,32,mf_Sixhump,2
1036,34,mf_Sixhump,2
1037,36,mf_Sixhump,2
1038,38,mf_Sixhump,2
1039,40,mf_Sixhump,2
1040,2,mf_Sixhump,3
1041,4,mf_Sixhump,3
1042,6,mf_Sixhump,3
1043,8,mf_Sixhump,3
1044,10,mf_Sixhump,3
1045,12,mf_Sixhump,3
1046,14,mf_Sixhump,3
1047,16,mf_Sixhump,3
1048,18,mf_Sixhump,3
1049,20,mf_Sixhump,3
1050,22,mf_Sixhump,3
1051,24,mf_Sixhump,3
1052,26,mf_Sixhump,3
1053,28,mf_Sixhump,3
1054,30,mf_Sixhump,3
1055,32,mf_Sixhump,3
1056,34,mf_Sixhump,3
1057,36,mf_Sixhump,3
1058,38,mf_Sixhump,3
1059,40,mf_Sixhump,3
1060,2,mf_Sixhump,4
1061,4,mf_Sixhump,4
1062,6,mf_Sixhump,4
1063,8,mf_Sixhump,4
1064,10,mf_Sixhump,4
1065,12,mf_Sixhump,4
1066,14,mf_Sixhump,4
1067,16,mf_Sixhump,4
1068,18,mf_Sixhump,4
1069,20,mf_Sixhump,4
1070,22,mf_Sixhump,4
1071,24,mf_Sixhump,4
1072,26,mf_Sixhump,4
1073,28,mf_Sixhump,4
1074,30,mf_Sixhump,4
1075,32,mf_Sixhump,4
1076,34,mf_Sixhump,4
1077,36,mf_Sixhump,4
1078,38,mf_Sixhump,4
1079,40,mf_Sixhump,4
1080,2,mf_Sixhump,5
1081,4,mf_Sixhump,5
1082,6,mf_Sixhump,5
1083,8,mf_Sixhump,5
1084,10,mf_Sixhump,5
1085,12,mf_Sixhump,5
1086,14,mf_Sixhump,5
1087,16,mf_Sixhump,5
1088,18,mf_Sixhump,5
1089,20,mf_Sixhump,5
1090,22,mf_Sixhump,5
1091,24,mf_Sixhump,5
1092,26,mf_Sixhump,5
1093,28,mf_Sixhump,5
1094,30,mf_Sixhump,5
1095,32,mf_Sixhump,5
1096,34,mf_Sixhump,5
1097,36,mf_Sixhump,5
1098,38,mf_Sixhump,5
1099,40,mf_Sixhump,5
