,noise_std,num_sample,problem,seed
742,0.3,60,mf_Hartman3,3
743,0.5,60,mf_Hartman3,3
744,0.1,70,mf_Hartman3,3
745,0.3,70,mf_Hartman3,3
746,0.5,70,mf_Hartman3,3
747,0.1,80,mf_Hartman3,3
748,0.3,80,mf_Hartman3,3
749,0.5,80,mf_Hartman3,3
750,0.1,90,mf_Hartman3,3
751,0.3,90,mf_Hartman3,3
752,0.5,90,mf_Hartman3,3
753,0.1,100,mf_Hartman3,3
754,0.3,100,mf_Hartman3,3
755,0.5,100,mf_Hartman3,3
756,0.1,20,mf_Hartman3,4
757,0.3,20,mf_Hartman3,4
758,0.5,20,mf_Hartman3,4
759,0.1,30,mf_Hartman3,4
760,0.3,30,mf_Hartman3,4
761,0.5,30,mf_Hartman3,4
762,0.1,40,mf_Hartman3,4
763,0.3,40,mf_Hartman3,4
764,0.5,40,mf_Hartman3,4
765,0.1,50,mf_Hartman3,4
766,0.3,50,mf_Hartman3,4
767,0.5,50,mf_Hartman3,4
768,0.1,60,mf_Hartman3,4
769,0.3,60,mf_Hartman3,4
770,0.5,60,mf_Hartman3,4
771,0.1,70,mf_Hartman3,4
772,0.3,70,mf_Hartman3,4
773,0.5,70,mf_Hartman3,4
774,0.1,80,mf_Hartman3,4
775,0.3,80,mf_Hartman3,4
776,0.5,80,mf_Hartman3,4
777,0.1,90,mf_Hartman3,4
778,0.3,90,mf_Hartman3,4
779,0.5,90,mf_Hartman3,4
780,0.1,100,mf_Hartman3,4
781,0.3,100,mf_Hartman3,4
782,0.5,100,mf_Hartman3,4
783,0.1,20,mf_Hartman3,5
784,0.3,20,mf_Hartman3,5
785,0.5,20,mf_Hartman3,5
786,0.1,30,mf_Hartman3,5
787,0.3,30,mf_Hartman3,5
788,0.5,30,mf_Hartman3,5
789,0.1,40,mf_Hartman3,5
790,0.3,40,mf_Hartman3,5
791,0.5,40,mf_Hartman3,5
792,0.1,50,mf_Hartman3,5
793,0.3,50,mf_Hartman3,5
794,0.5,50,mf_Hartman3,5
795,0.1,60,mf_Hartman3,5
796,0.3,60,mf_Hartman3,5
797,0.5,60,mf_Hartman3,5
798,0.1,70,mf_Hartman3,5
799,0.3,70,mf_Hartman3,5
800,0.5,70,mf_Hartman3,5
801,0.1,80,mf_Hartman3,5
802,0.3,80,mf_Hartman3,5
803,0.5,80,mf_Hartman3,5
804,0.1,90,mf_Hartman3,5
805,0.3,90,mf_Hartman3,5
806,0.5,90,mf_Hartman3,5
807,0.1,100,mf_Hartman3,5
808,0.3,100,mf_Hartman3,5
809,0.5,100,mf_Hartman3,5
810,0.1,20,mf_Hartman6,1
811,0.3,20,mf_Hartman6,1
812,0.5,20,mf_Hartman6,1
813,0.1,30,mf_Hartman6,1
814,0.3,30,mf_Hartman6,1
815,0.5,30,mf_Hartman6,1
816,0.1,40,mf_Hartman6,1
817,0.3,40,mf_Hartman6,1
818,0.5,40,mf_Hartman6,1
819,0.1,50,mf_Hartman6,1
820,0.3,50,mf_Hartman6,1
821,0.5,50,mf_Hartman6,1
822,0.1,60,mf_Hartman6,1
823,0.3,60,mf_Hartman6,1
824,0.5,60,mf_Hartman6,1
825,0.1,70,mf_Hartman6,1
826,0.3,70,mf_Hartman6,1
827,0.5,70,mf_Hartman6,1
828,0.1,80,mf_Hartman6,1
829,0.3,80,mf_Hartman6,1
830,0.5,80,mf_Hartman6,1
831,0.1,90,mf_Hartman6,1
832,0.3,90,mf_Hartman6,1
833,0.5,90,mf_Hartman6,1
834,0.1,100,mf_Hartman6,1
835,0.3,100,mf_Hartman6,1
836,0.5,100,mf_Hartman6,1
837,0.1,20,mf_Hartman6,2
838,0.3,20,mf_Hartman6,2
839,0.5,20,mf_Hartman6,2
840,0.1,30,mf_Hartman6,2
841,0.3,30,mf_Hartman6,2
842,0.5,30,mf_Hartman6,2
843,0.1,40,mf_Hartman6,2
844,0.3,40,mf_Hartman6,2
845,0.5,40,mf_Hartman6,2
846,0.1,50,mf_Hartman6,2
847,0.3,50,mf_Hartman6,2
848,0.5,50,mf_Hartman6,2
849,0.1,60,mf_Hartman6,2
850,0.3,60,mf_Hartman6,2
851,0.5,60,mf_Hartman6,2
852,0.1,70,mf_Hartman6,2
853,0.3,70,mf_Hartman6,2
854,0.5,70,mf_Hartman6,2
855,0.1,80,mf_Hartman6,2
856,0.3,80,mf_Hartman6,2
857,0.5,80,mf_Hartman6,2
858,0.1,90,mf_Hartman6,2
859,0.3,90,mf_Hartman6,2
860,0.5,90,mf_Hartman6,2
861,0.1,100,mf_Hartman6,2
862,0.3,100,mf_Hartman6,2
863,0.5,100,mf_Hartman6,2
864,0.1,20,mf_Hartman6,3
865,0.3,20,mf_Hartman6,3
866,0.5,20,mf_Hartman6,3
867,0.1,30,mf_Hartman6,3
868,0.3,30,mf_Hartman6,3
869,0.5,30,mf_Hartman6,3
870,0.1,40,mf_Hartman6,3
871,0.3,40,mf_Hartman6,3
872,0.5,40,mf_Hartman6,3
873,0.1,50,mf_Hartman6,3
874,0.3,50,mf_Hartman6,3
875,0.5,50,mf_Hartman6,3
876,0.1,60,mf_Hartman6,3
877,0.3,60,mf_Hartman6,3
878,0.5,60,mf_Hartman6,3
879,0.1,70,mf_Hartman6,3
880,0.3,70,mf_Hartman6,3
881,0.5,70,mf_Hartman6,3
882,0.1,80,mf_Hartman6,3
883,0.3,80,mf_Hartman6,3
884,0.5,80,mf_Hartman6,3
885,0.1,90,mf_Hartman6,3
886,0.3,90,mf_Hartman6,3
887,0.5,90,mf_Hartman6,3
888,0.1,100,mf_Hartman6,3
889,0.3,100,mf_Hartman6,3
890,0.5,100,mf_Hartman6,3
891,0.1,20,mf_Hartman6,4
892,0.3,20,mf_Hartman6,4
893,0.5,20,mf_Hartman6,4
894,0.1,30,mf_Hartman6,4
895,0.3,30,mf_Hartman6,4
896,0.5,30,mf_Hartman6,4
897,0.1,40,mf_Hartman6,4
898,0.3,40,mf_Hartman6,4
899,0.5,40,mf_Hartman6,4
900,0.1,50,mf_Hartman6,4
901,0.3,50,mf_Hartman6,4
902,0.5,50,mf_Hartman6,4
903,0.1,60,mf_Hartman6,4
904,0.3,60,mf_Hartman6,4
905,0.5,60,mf_Hartman6,4
906,0.1,70,mf_Hartman6,4
907,0.3,70,mf_Hartman6,4
908,0.5,70,mf_Hartman6,4
909,0.1,80,mf_Hartman6,4
910,0.3,80,mf_Hartman6,4
911,0.5,80,mf_Hartman6,4
912,0.1,90,mf_Hartman6,4
913,0.3,90,mf_Hartman6,4
914,0.5,90,mf_Hartman6,4
915,0.1,100,mf_Hartman6,4
916,0.3,100,mf_Hartman6,4
917,0.5,100,mf_Hartman6,4
918,0.1,20,mf_Hartman6,5
919,0.3,20,mf_Hartman6,5
920,0.5,20,mf_Hartman6,5
921,0.1,30,mf_Hartman6,5
922,0.3,30,mf_Hartman6,5
923,0.5,30,mf_Hartman6,5
924,0.1,40,mf_Hartman6,5
925,0.3,40,mf_Hartman6,5
926,0.5,40,mf_Hartman6,5
927,0.1,50,mf_Hartman6,5
928,0.3,50,mf_Hartman6,5
929,0.5,50,mf_Hartman6,5
930,0.1,60,mf_Hartman6,5
931,0.3,60,mf_Hartman6,5
932,0.5,60,mf_Hartman6,5
933,0.1,70,mf_Hartman6,5
934,0.3,70,mf_Hartman6,5
935,0.5,70,mf_Hartman6,5
936,0.1,80,mf_Hartman6,5
937,0.3,80,mf_Hartman6,5
938,0.5,80,mf_Hartman6,5
939,0.1,90,mf_Hartman6,5
940,0.3,90,mf_Hartman6,5
941,0.5,90,mf_Hartman6,5
942,0.1,100,mf_Hartman6,5
943,0.3,100,mf_Hartman6,5
944,0.5,100,mf_Hartman6,5
945,0.1,20,mf_Himmelblau,1
946,0.3,20,mf_Himmelblau,1
947,0.5,20,mf_Himmelblau,1
948,0.1,30,mf_Himmelblau,1
949,0.3,30,mf_Himmelblau,1
950,0.5,30,mf_Himmelblau,1
951,0.1,40,mf_Himmelblau,1
952,0.3,40,mf_Himmelblau,1
953,0.5,40,mf_Himmelblau,1
954,0.1,50,mf_Himmelblau,1
955,0.3,50,mf_Himmelblau,1
956,0.5,50,mf_Himmelblau,1
957,0.1,60,mf_Himmelblau,1
958,0.3,60,mf_Himmelblau,1
959,0.5,60,mf_Himmelblau,1
960,0.1,70,mf_Himmelblau,1
961,0.3,70,mf_Himmelblau,1
962,0.5,70,mf_Himmelblau,1
963,0.1,80,mf_Himmelblau,1
964,0.3,80,mf_Himmelblau,1
965,0.5,80,mf_Himmelblau,1
966,0.1,90,mf_Himmelblau,1
967,0.3,90,mf_Himmelblau,1
968,0.5,90,mf_Himmelblau,1
969,0.1,100,mf_Himmelblau,1
970,0.3,100,mf_Himmelblau,1
971,0.5,100,mf_Himmelblau,1
972,0.1,20,mf_Himmelblau,2
973,0.3,20,mf_Himmelblau,2
974,0.5,20,mf_Himmelblau,2
975,0.1,30,mf_Himmelblau,2
976,0.3,30,mf_Himmelblau,2
977,0.5,30,mf_Himmelblau,2
978,0.1,40,mf_Himmelblau,2
979,0.3,40,mf_Himmelblau,2
980,0.5,40,mf_Himmelblau,2
981,0.1,50,mf_Himmelblau,2
982,0.3,50,mf_Himmelblau,2
983,0.5,50,mf_Himmelblau,2
984,0.1,60,mf_Himmelblau,2
985,0.3,60,mf_Himmelblau,2
986,0.5,60,mf_Himmelblau,2
987,0.1,70,mf_Himmelblau,2
988,0.3,70,mf_Himmelblau,2
989,0.5,70,mf_Himmelblau,2
990,0.1,80,mf_Himmelblau,2
991,0.3,80,mf_Himmelblau,2
992,0.5,80,mf_Himmelblau,2
993,0.1,90,mf_Himmelblau,2
994,0.3,90,mf_Himmelblau,2
995,0.5,90,mf_Himmelblau,2
996,0.1,100,mf_Himmelblau,2
997,0.3,100,mf_Himmelblau,2
998,0.5,100,mf_Himmelblau,2
999,0.1,20,mf_Himmelblau,3
1000,0.3,20,mf_Himmelblau,3
1001,0.5,20,mf_Himmelblau,3
1002,0.1,30,mf_Himmelblau,3
1003,0.3,30,mf_Himmelblau,3
1004,0.5,30,mf_Himmelblau,3
1005,0.1,40,mf_Himmelblau,3
1006,0.3,40,mf_Himmelblau,3
1007,0.5,40,mf_Himmelblau,3
1008,0.1,50,mf_Himmelblau,3
1009,0.3,50,mf_Himmelblau,3
1010,0.5,50,mf_Himmelblau,3
1011,0.1,60,mf_Himmelblau,3
1012,0.3,60,mf_Himmelblau,3
1013,0.5,60,mf_Himmelblau,3
1014,0.1,70,mf_Himmelblau,3
1015,0.3,70,mf_Himmelblau,3
1016,0.5,70,mf_Himmelblau,3
1017,0.1,80,mf_Himmelblau,3
1018,0.3,80,mf_Himmelblau,3
1019,0.5,80,mf_Himmelblau,3
1020,0.1,90,mf_Himmelblau,3
1021,0.3,90,mf_Himmelblau,3
1022,0.5,90,mf_Himmelblau,3
1023,0.1,100,mf_Himmelblau,3
1024,0.3,100,mf_Himmelblau,3
1025,0.5,100,mf_Himmelblau,3
1026,0.1,20,mf_Himmelblau,4
1027,0.3,20,mf_Himmelblau,4
1028,0.5,20,mf_Himmelblau,4
1029,0.1,30,mf_Himmelblau,4
1030,0.3,30,mf_Himmelblau,4
1031,0.5,30,mf_Himmelblau,4
1032,0.1,40,mf_Himmelblau,4
1033,0.3,40,mf_Himmelblau,4
1034,0.5,40,mf_Himmelblau,4
1035,0.1,50,mf_Himmelblau,4
1036,0.3,50,mf_Himmelblau,4
1037,0.5,50,mf_Himmelblau,4
1038,0.1,60,mf_Himmelblau,4
1039,0.3,60,mf_Himmelblau,4
1040,0.5,60,mf_Himmelblau,4
1041,0.1,70,mf_Himmelblau,4
1042,0.3,70,mf_Himmelblau,4
1043,0.5,70,mf_Himmelblau,4
1044,0.1,80,mf_Himmelblau,4
1045,0.3,80,mf_Himmelblau,4
1046,0.5,80,mf_Himmelblau,4
1047,0.1,90,mf_Himmelblau,4
1048,0.3,90,mf_Himmelblau,4
1049,0.5,90,mf_Himmelblau,4
1050,0.1,100,mf_Himmelblau,4
1051,0.3,100,mf_Himmelblau,4
1052,0.5,100,mf_Himmelblau,4
1053,0.1,20,mf_Himmelblau,5
1054,0.3,20,mf_Himmelblau,5
1055,0.5,20,mf_Himmelblau,5
1056,0.1,30,mf_Himmelblau,5
1057,0.3,30,mf_Himmelblau,5
1058,0.5,30,mf_Himmelblau,5
1059,0.1,40,mf_Himmelblau,5
1060,0.3,40,mf_Himmelblau,5
1061,0.5,40,mf_Himmelblau,5
1062,0.1,50,mf_Himmelblau,5
1063,0.3,50,mf_Himmelblau,5
1064,0.5,50,mf_Himmelblau,5
1065,0.1,60,mf_Himmelblau,5
1066,0.3,60,mf_Himmelblau,5
1067,0.5,60,mf_Himmelblau,5
1068,0.1,70,mf_Himmelblau,5
1069,0.3,70,mf_Himmelblau,5
1070,0.5,70,mf_Himmelblau,5
1071,0.1,80,mf_Himmelblau,5
1072,0.3,80,mf_Himmelblau,5
1073,0.5,80,mf_Himmelblau,5
1074,0.1,90,mf_Himmelblau,5
1075,0.3,90,mf_Himmelblau,5
1076,0.5,90,mf_Himmelblau,5
1077,0.1,100,mf_Himmelblau,5
1078,0.3,100,mf_Himmelblau,5
1079,0.5,100,mf_Himmelblau,5
1080,0.1,20,mf_Park91A,1
1081,0.3,20,mf_Park91A,1
1082,0.5,20,mf_Park91A,1
1083,0.1,30,mf_Park91A,1
1084,0.3,30,mf_Park91A,1
1085,0.5,30,mf_Park91A,1
1086,0.1,40,mf_Park91A,1
1087,0.3,40,mf_Park91A,1
1088,0.5,40,mf_Park91A,1
1089,0.1,50,mf_Park91A,1
1090,0.3,50,mf_Park91A,1
1091,0.5,50,mf_Park91A,1
1092,0.1,60,mf_Park91A,1
1093,0.3,60,mf_Park91A,1
1094,0.5,60,mf_Park91A,1
1095,0.1,70,mf_Park91A,1
1096,0.3,70,mf_Park91A,1
1097,0.5,70,mf_Park91A,1
1098,0.1,80,mf_Park91A,1
1099,0.3,80,mf_Park91A,1
1100,0.5,80,mf_Park91A,1
1101,0.1,90,mf_Park91A,1
1102,0.3,90,mf_Park91A,1
1103,0.5,90,mf_Park91A,1
1104,0.1,100,mf_Park91A,1
1105,0.3,100,mf_Park91A,1
1106,0.5,100,mf_Park91A,1
1107,0.1,20,mf_Park91A,2
1108,0.3,20,mf_Park91A,2
1109,0.5,20,mf_Park91A,2
1110,0.1,30,mf_Park91A,2
1111,0.3,30,mf_Park91A,2
1112,0.5,30,mf_Park91A,2
1113,0.1,40,mf_Park91A,2
1114,0.3,40,mf_Park91A,2
1115,0.5,40,mf_Park91A,2
1116,0.1,50,mf_Park91A,2
1117,0.3,50,mf_Park91A,2
1118,0.5,50,mf_Park91A,2
1119,0.1,60,mf_Park91A,2
1120,0.3,60,mf_Park91A,2
1121,0.5,60,mf_Park91A,2
1122,0.1,70,mf_Park91A,2
1123,0.3,70,mf_Park91A,2
1124,0.5,70,mf_Park91A,2
1125,0.1,80,mf_Park91A,2
1126,0.3,80,mf_Park91A,2
1127,0.5,80,mf_Park91A,2
1128,0.1,90,mf_Park91A,2
1129,0.3,90,mf_Park91A,2
1130,0.5,90,mf_Park91A,2
1131,0.1,100,mf_Park91A,2
1132,0.3,100,mf_Park91A,2
1133,0.5,100,mf_Park91A,2
1134,0.1,20,mf_Park91A,3
1135,0.3,20,mf_Park91A,3
1136,0.5,20,mf_Park91A,3
1137,0.1,30,mf_Park91A,3
1138,0.3,30,mf_Park91A,3
1139,0.5,30,mf_Park91A,3
1140,0.1,40,mf_Park91A,3
1141,0.3,40,mf_Park91A,3
1142,0.5,40,mf_Park91A,3
1143,0.1,50,mf_Park91A,3
1144,0.3,50,mf_Park91A,3
1145,0.5,50,mf_Park91A,3
1146,0.1,60,mf_Park91A,3
1147,0.3,60,mf_Park91A,3
1148,0.5,60,mf_Park91A,3
1149,0.1,70,mf_Park91A,3
1150,0.3,70,mf_Park91A,3
1151,0.5,70,mf_Park91A,3
1152,0.1,80,mf_Park91A,3
1153,0.3,80,mf_Park91A,3
1154,0.5,80,mf_Park91A,3
1155,0.1,90,mf_Park91A,3
1156,0.3,90,mf_Park91A,3
1157,0.5,90,mf_Park91A,3
1158,0.1,100,mf_Park91A,3
1159,0.3,100,mf_Park91A,3
1160,0.5,100,mf_Park91A,3
1161,0.1,20,mf_Park91A,4
1162,0.3,20,mf_Park91A,4
1163,0.5,20,mf_Park91A,4
1164,0.1,30,mf_Park91A,4
1165,0.3,30,mf_Park91A,4
1166,0.5,30,mf_Park91A,4
1167,0.1,40,mf_Park91A,4
1168,0.3,40,mf_Park91A,4
1169,0.5,40,mf_Park91A,4
1170,0.1,50,mf_Park91A,4
1171,0.3,50,mf_Park91A,4
1172,0.5,50,mf_Park91A,4
1173,0.1,60,mf_Park91A,4
1174,0.3,60,mf_Park91A,4
1175,0.5,60,mf_Park91A,4
1176,0.1,70,mf_Park91A,4
1177,0.3,70,mf_Park91A,4
1178,0.5,70,mf_Park91A,4
1179,0.1,80,mf_Park91A,4
1180,0.3,80,mf_Park91A,4
1181,0.5,80,mf_Park91A,4
1182,0.1,90,mf_Park91A,4
1183,0.3,90,mf_Park91A,4
1184,0.5,90,mf_Park91A,4
1185,0.1,100,mf_Park91A,4
1186,0.3,100,mf_Park91A,4
1187,0.5,100,mf_Park91A,4
1188,0.1,20,mf_Park91A,5
1189,0.3,20,mf_Park91A,5
1190,0.5,20,mf_Park91A,5
1191,0.1,30,mf_Park91A,5
1192,0.3,30,mf_Park91A,5
1193,0.5,30,mf_Park91A,5
1194,0.1,40,mf_Park91A,5
1195,0.3,40,mf_Park91A,5
1196,0.5,40,mf_Park91A,5
1197,0.1,50,mf_Park91A,5
1198,0.3,50,mf_Park91A,5
1199,0.5,50,mf_Park91A,5
1200,0.1,60,mf_Park91A,5
1201,0.3,60,mf_Park91A,5
1202,0.5,60,mf_Park91A,5
1203,0.1,70,mf_Park91A,5
1204,0.3,70,mf_Park91A,5
1205,0.5,70,mf_Park91A,5
1206,0.1,80,mf_Park91A,5
1207,0.3,80,mf_Park91A,5
1208,0.5,80,mf_Park91A,5
1209,0.1,90,mf_Park91A,5
1210,0.3,90,mf_Park91A,5
1211,0.5,90,mf_Park91A,5
1212,0.1,100,mf_Park91A,5
1213,0.3,100,mf_Park91A,5
1214,0.5,100,mf_Park91A,5
1215,0.1,20,mf_Park91B,1
1216,0.3,20,mf_Park91B,1
1217,0.5,20,mf_Park91B,1
1218,0.1,30,mf_Park91B,1
1219,0.3,30,mf_Park91B,1
1220,0.5,30,mf_Park91B,1
1221,0.1,40,mf_Park91B,1
1222,0.3,40,mf_Park91B,1
1223,0.5,40,mf_Park91B,1
1224,0.1,50,mf_Park91B,1
1225,0.3,50,mf_Park91B,1
1226,0.5,50,mf_Park91B,1
1227,0.1,60,mf_Park91B,1
1228,0.3,60,mf_Park91B,1
1229,0.5,60,mf_Park91B,1
1230,0.1,70,mf_Park91B,1
1231,0.3,70,mf_Park91B,1
1232,0.5,70,mf_Park91B,1
1233,0.1,80,mf_Park91B,1
1234,0.3,80,mf_Park91B,1
1235,0.5,80,mf_Park91B,1
1236,0.1,90,mf_Park91B,1
1237,0.3,90,mf_Park91B,1
1238,0.5,90,mf_Park91B,1
1239,0.1,100,mf_Park91B,1
1240,0.3,100,mf_Park91B,1
1241,0.5,100,mf_Park91B,1
1242,0.1,20,mf_Park91B,2
1243,0.3,20,mf_Park91B,2
1244,0.5,20,mf_Park91B,2
1245,0.1,30,mf_Park91B,2
1246,0.3,30,mf_Park91B,2
1247,0.5,30,mf_Park91B,2
1248,0.1,40,mf_Park91B,2
1249,0.3,40,mf_Park91B,2
1250,0.5,40,mf_Park91B,2
1251,0.1,50,mf_Park91B,2
1252,0.3,50,mf_Park91B,2
1253,0.5,50,mf_Park91B,2
1254,0.1,60,mf_Park91B,2
1255,0.3,60,mf_Park91B,2
1256,0.5,60,mf_Park91B,2
1257,0.1,70,mf_Park91B,2
1258,0.3,70,mf_Park91B,2
1259,0.5,70,mf_Park91B,2
1260,0.1,80,mf_Park91B,2
1261,0.3,80,mf_Park91B,2
1262,0.5,80,mf_Park91B,2
1263,0.1,90,mf_Park91B,2
1264,0.3,90,mf_Park91B,2
1265,0.5,90,mf_Park91B,2
1266,0.1,100,mf_Park91B,2
1267,0.3,100,mf_Park91B,2
1268,0.5,100,mf_Park91B,2
1269,0.1,20,mf_Park91B,3
1270,0.3,20,mf_Park91B,3
1271,0.5,20,mf_Park91B,3
1272,0.1,30,mf_Park91B,3
1273,0.3,30,mf_Park91B,3
1274,0.5,30,mf_Park91B,3
1275,0.1,40,mf_Park91B,3
1276,0.3,40,mf_Park91B,3
1277,0.5,40,mf_Park91B,3
1278,0.1,50,mf_Park91B,3
1279,0.3,50,mf_Park91B,3
1280,0.5,50,mf_Park91B,3
1281,0.1,60,mf_Park91B,3
1282,0.3,60,mf_Park91B,3
1283,0.5,60,mf_Park91B,3
1284,0.1,70,mf_Park91B,3
1285,0.3,70,mf_Park91B,3
1286,0.5,70,mf_Park91B,3
1287,0.1,80,mf_Park91B,3
1288,0.3,80,mf_Park91B,3
1289,0.5,80,mf_Park91B,3
1290,0.1,90,mf_Park91B,3
1291,0.3,90,mf_Park91B,3
1292,0.5,90,mf_Park91B,3
1293,0.1,100,mf_Park91B,3
1294,0.3,100,mf_Park91B,3
1295,0.5,100,mf_Park91B,3
1296,0.1,20,mf_Park91B,4
1297,0.3,20,mf_Park91B,4
1298,0.5,20,mf_Park91B,4
1299,0.1,30,mf_Park91B,4
1300,0.3,30,mf_Park91B,4
1301,0.5,30,mf_Park91B,4
1302,0.1,40,mf_Park91B,4
1303,0.3,40,mf_Park91B,4
1304,0.5,40,mf_Park91B,4
1305,0.1,50,mf_Park91B,4
1306,0.3,50,mf_Park91B,4
1307,0.5,50,mf_Park91B,4
1308,0.1,60,mf_Park91B,4
1309,0.3,60,mf_Park91B,4
1310,0.5,60,mf_Park91B,4
1311,0.1,70,mf_Park91B,4
1312,0.3,70,mf_Park91B,4
1313,0.5,70,mf_Park91B,4
1314,0.1,80,mf_Park91B,4
1315,0.3,80,mf_Park91B,4
1316,0.5,80,mf_Park91B,4
1317,0.1,90,mf_Park91B,4
1318,0.3,90,mf_Park91B,4
1319,0.5,90,mf_Park91B,4
1320,0.1,100,mf_Park91B,4
1321,0.3,100,mf_Park91B,4
1322,0.5,100,mf_Park91B,4
1323,0.1,20,mf_Park91B,5
1324,0.3,20,mf_Park91B,5
1325,0.5,20,mf_Park91B,5
1326,0.1,30,mf_Park91B,5
1327,0.3,30,mf_Park91B,5
1328,0.5,30,mf_Park91B,5
1329,0.1,40,mf_Park91B,5
1330,0.3,40,mf_Park91B,5
1331,0.5,40,mf_Park91B,5
1332,0.1,50,mf_Park91B,5
1333,0.3,50,mf_Park91B,5
1334,0.5,50,mf_Park91B,5
1335,0.1,60,mf_Park91B,5
1336,0.3,60,mf_Park91B,5
1337,0.5,60,mf_Park91B,5
1338,0.1,70,mf_Park91B,5
1339,0.3,70,mf_Park91B,5
1340,0.5,70,mf_Park91B,5
1341,0.1,80,mf_Park91B,5
1342,0.3,80,mf_Park91B,5
1343,0.5,80,mf_Park91B,5
1344,0.1,90,mf_Park91B,5
1345,0.3,90,mf_Park91B,5
1346,0.5,90,mf_Park91B,5
1347,0.1,100,mf_Park91B,5
1348,0.3,100,mf_Park91B,5
1349,0.5,100,mf_Park91B,5
1350,0.1,20,mf_Sixhump,1
1351,0.3,20,mf_Sixhump,1
1352,0.5,20,mf_Sixhump,1
1353,0.1,30,mf_Sixhump,1
1354,0.3,30,mf_Sixhump,1
1355,0.5,30,mf_Sixhump,1
1356,0.1,40,mf_Sixhump,1
1357,0.3,40,mf_Sixhump,1
1358,0.5,40,mf_Sixhump,1
1359,0.1,50,mf_Sixhump,1
1360,0.3,50,mf_Sixhump,1
1361,0.5,50,mf_Sixhump,1
1362,0.1,60,mf_Sixhump,1
1363,0.3,60,mf_Sixhump,1
1364,0.5,60,mf_Sixhump,1
1365,0.1,70,mf_Sixhump,1
1366,0.3,70,mf_Sixhump,1
1367,0.5,70,mf_Sixhump,1
1368,0.1,80,mf_Sixhump,1
1369,0.3,80,mf_Sixhump,1
1370,0.5,80,mf_Sixhump,1
1371,0.1,90,mf_Sixhump,1
1372,0.3,90,mf_Sixhump,1
1373,0.5,90,mf_Sixhump,1
1374,0.1,100,mf_Sixhump,1
1375,0.3,100,mf_Sixhump,1
1376,0.5,100,mf_Sixhump,1
1377,0.1,20,mf_Sixhump,2
1378,0.3,20,mf_Sixhump,2
1379,0.5,20,mf_Sixhump,2
1380,0.1,30,mf_Sixhump,2
1381,0.3,30,mf_Sixhump,2
1382,0.5,30,mf_Sixhump,2
1383,0.1,40,mf_Sixhump,2
1384,0.3,40,mf_Sixhump,2
1385,0.5,40,mf_Sixhump,2
1386,0.1,50,mf_Sixhump,2
1387,0.3,50,mf_Sixhump,2
1388,0.5,50,mf_Sixhump,2
1389,0.1,60,mf_Sixhump,2
1390,0.3,60,mf_Sixhump,2
1391,0.5,60,mf_Sixhump,2
1392,0.1,70,mf_Sixhump,2
1393,0.3,70,mf_Sixhump,2
1394,0.5,70,mf_Sixhump,2
1395,0.1,80,mf_Sixhump,2
1396,0.3,80,mf_Sixhump,2
1397,0.5,80,mf_Sixhump,2
1398,0.1,90,mf_Sixhump,2
1399,0.3,90,mf_Sixhump,2
1400,0.5,90,mf_Sixhump,2
1401,0.1,100,mf_Sixhump,2
1402,0.3,100,mf_Sixhump,2
1403,0.5,100,mf_Sixhump,2
1404,0.1,20,mf_Sixhump,3
1405,0.3,20,mf_Sixhump,3
1406,0.5,20,mf_Sixhump,3
1407,0.1,30,mf_Sixhump,3
1408,0.3,30,mf_Sixhump,3
1409,0.5,30,mf_Sixhump,3
1410,0.1,40,mf_Sixhump,3
1411,0.3,40,mf_Sixhump,3
1412,0.5,40,mf_Sixhump,3
1413,0.1,50,mf_Sixhump,3
1414,0.3,50,mf_Sixhump,3
1415,0.5,50,mf_Sixhump,3
1416,0.1,60,mf_Sixhump,3
1417,0.3,60,mf_Sixhump,3
1418,0.5,60,mf_Sixhump,3
1419,0.1,70,mf_Sixhump,3
1420,0.3,70,mf_Sixhump,3
1421,0.5,70,mf_Sixhump,3
1422,0.1,80,mf_Sixhump,3
1423,0.3,80,mf_Sixhump,3
1424,0.5,80,mf_Sixhump,3
1425,0.1,90,mf_Sixhump,3
1426,0.3,90,mf_Sixhump,3
1427,0.5,90,mf_Sixhump,3
1428,0.1,100,mf_Sixhump,3
1429,0.3,100,mf_Sixhump,3
1430,0.5,100,mf_Sixhump,3
1431,0.1,20,mf_Sixhump,4
1432,0.3,20,mf_Sixhump,4
1433,0.5,20,mf_Sixhump,4
1434,0.1,30,mf_Sixhump,4
1435,0.3,30,mf_Sixhump,4
1436,0.5,30,mf_Sixhump,4
1437,0.1,40,mf_Sixhump,4
1438,0.3,40,mf_Sixhump,4
1439,0.5,40,mf_Sixhump,4
1440,0.1,50,mf_Sixhump,4
1441,0.3,50,mf_Sixhump,4
1442,0.5,50,mf_Sixhump,4
1443,0.1,60,mf_Sixhump,4
1444,0.3,60,mf_Sixhump,4
1445,0.5,60,mf_Sixhump,4
1446,0.1,70,mf_Sixhump,4
1447,0.3,70,mf_Sixhump,4
1448,0.5,70,mf_Sixhump,4
1449,0.1,80,mf_Sixhump,4
1450,0.3,80,mf_Sixhump,4
1451,0.5,80,mf_Sixhump,4
1452,0.1,90,mf_Sixhump,4
1453,0.3,90,mf_Sixhump,4
1454,0.5,90,mf_Sixhump,4
1455,0.1,100,mf_Sixhump,4
1456,0.3,100,mf_Sixhump,4
1457,0.5,100,mf_Sixhump,4
1458,0.1,20,mf_Sixhump,5
1459,0.3,20,mf_Sixhump,5
